"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MKS1",108.609324744109,-0.39854436084097,0.171631170794169,-2.32209778093823,0.0202276711476072,0.134175830105881
"ANAPC15",108.453319518901,-0.360246896935174,0.163423228890319,-2.20437999776001,0.0274976311693,0.163750468887904
"NID2",108.812813653891,0.0401551298770627,0.183322804262338,0.219040560930979,0.826618451814314,0.936513094503844
"JTB",107.980270188474,0.255209919429135,0.21699032600234,1.17613501085934,0.239540929360464,0.558179664690696
"HBA1",112.679939200441,-0.0678824760424846,0.808538980742553,-0.0839569614567526,0.93309065068353,0.977201508325792
"NFATC4",108.82474582368,-0.0944146559133621,0.177096048566731,-0.53312683528219,0.593945783986032,0.834011742188297
"GOLGA8N",108.105542303022,-0.0820042920848468,0.263388384744053,-0.311343615871801,0.755539413094956,0.907732348536986
"OXLD1",108.360461557968,0.266715921437812,0.210533694625308,1.26685622419011,0.205206703887622,0.519078664538491
"ZBTB24",108.043583588536,0.136526894375293,0.153781955592306,0.887795280333425,0.374650882150098,0.685747594559826
"ZNF747",108.172633062088,0.251368648217144,0.173127108507747,1.45193118734433,0.14652073976538,0.435816083781862
"CTSO",107.959045666765,-0.125830560945163,0.14334884323093,-0.877792649798049,0.380056254004495,0.690399332274451
"SLC26A2",106.797223623615,0.464256161577186,0.200484815608021,2.31566744927396,0.0205764329916915,0.135569907731787
"PDGFRL",107.788195245257,-0.0634402463767247,0.260769235880116,-0.243281176027567,0.807787585762358,0.928820593232131
"CERS5",108.001505469698,0.272023518148517,0.163135397917691,1.66747083478329,0.0954208190457854,0.345140332629291
"SOX7",107.964628026559,-0.226713912883662,0.184604566454439,-1.22810565977855,0.219407306671379,0.535402669666715
"EME2",108.731564874415,-0.0940994958215446,0.194949880994239,-0.482685577142389,0.629319005556802,0.850832105119399
"USP3",108.345670835162,0.121641433226402,0.176944773036477,0.687454232973165,0.491796532018592,0.772059839647953
"MEIS1",109.240246381146,-0.204395128362105,0.27695302445855,-0.738013707420971,0.460506119500853,0.750036700772695
"DOCK3",109.26790447983,0.306322296497167,0.315913287722034,0.969640431100494,0.332225752408204,0.648937429742353
"NAGPA",106.98581791043,-0.360415858105216,0.167732656742806,-2.14875185968026,0.0316540753465594,0.179053924424755
"ZNF628",107.939771029965,0.197399337645208,0.216497368109927,0.911786315780879,0.361881215329315,0.674717972499013
"HEXIM2",107.091505639932,-0.300606897707306,0.258098926194359,-1.16469642915499,0.244141894922779,0.562794742028415
"CTPS2",107.852736588014,-0.392292046122807,0.104784598952201,-3.7437948901418,0.000181261639387024,0.00465641011403109
"ZNF341",106.948532868705,-0.414081485142613,0.220706189723847,-1.87616616308188,0.0606324668050308,0.266598356809395
"VCPKMT",106.671118102212,-0.0883383958536368,0.164863501357609,-0.535827488353653,0.59207778250229,0.832657327746315
"AC240274.1",104.165623651649,0.0442522398177818,0.32730863757373,0.1352003422391,0.892453476511149,0.962755846134016
